t_ms,aX,aY,aZ,gX_yaw,gY,gZ_roll,sog_kn,cog_deg,roll_raw,amag
# BOOT millis=1200
36657,9.920,1.470,-0.590,9.75,1.44,-1.38,27.16,290.0,-8.4,10.05
36697,11.870,1.150,-2.380,10.62,0.19,-2.12,27.16,290.0,-5.5,12.16
36737,8.480,-0.530,-1.230,7.00,4.56,-0.38,27.16,290.0,3.6,8.59
36777,9.790,0.330,-0.250,7.38,-1.06,-3.00,27.16,290.0,-1.9,9.80
36817,7.670,3.960,-4.430,13.25,-10.00,-11.00,27.16,290.0,-27.3,9.70
36857,4.610,2.320,-2.420,18.56,-0.12,-8.38,27.16,290.0,-26.7,5.70
36897,-1.190,0.560,-2.860,9.00,5.00,-5.31,27.16,290.0,-154.8,3.15
36937,6.090,-1.710,0.200,6.81,4.75,0.81,27.87,282.0,15.7,6.33
36977,18.050,0.250,2.970,4.81,-3.00,-5.38,27.87,282.0,-0.8,18.29
37017,1.830,0.640,-7.540,8.81,8.69,-0.62,27.87,282.0,-19.3,7.79
37057,-2.750,-0.630,-2.790,3.50,9.06,11.00,27.87,282.0,167.1,3.97
37097,4.220,0.580,4.360,2.00,11.69,5.38,27.87,282.0,-7.8,6.10
37137,6.160,-1.410,3.690,3.88,8.31,6.31,27.87,282.0,12.9,7.32
37177,6.090,-1.680,-0.640,2.00,8.25,-0.06,27.87,282.0,15.4,6.35
37217,4.300,-0.340,1.260,7.44,1.12,-0.75,27.87,282.0,4.5,4.49
37257,8.650,-0.080,1.930,7.75,0.81,-1.50,27.87,282.0,0.5,8.86
37297,15.210,-0.210,-0.340,7.38,-0.38,-1.44,27.87,282.0,0.8,15.22
37337,11.180,3.680,-4.880,8.31,-6.62,-1.19,27.87,282.0,-18.2,12.74
37377,8.140,-0.090,-1.540,7.75,-0.12,4.19,27.87,282.0,0.6,8.28
37417,6.120,0.180,0.890,10.88,0.38,1.44,27.87,282.0,-1.7,6.19
37457,14.400,2.030,2.420,4.31,2.06,-1.12,27.87,282.0,-8.0,14.74
37497,9.510,0.030,-3.620,9.38,-0.88,2.06,27.87,282.0,-0.2,10.18
37537,5.220,1.340,-0.450,6.19,2.00,1.25,27.87,282.0,-14.4,5.41
37577,12.600,-0.410,2.610,4.69,7.88,5.94,27.87,282.0,1.9,12.87
37617,9.170,0.220,1.910,4.75,9.12,12.25,27.87,282.0,-1.4,9.37
37657,8.230,-0.850,5.110,5.50,0.88,7.38,27.87,282.0,5.9,9.72
37697,8.970,-2.090,1.240,5.62,2.88,3.25,27.87,282.0,13.1,9.29
37737,7.590,-1.210,3.170,7.19,3.62,1.38,27.87,282.0,9.1,8.31
37777,11.100,0.470,-0.590,7.06,1.75,1.56,27.87,282.0,-2.4,11.13
37817,-1.140,-0.040,-0.890,2.94,10.44,5.50,27.87,282.0,178.0,1.45
37857,7.090,-0.910,5.350,-0.75,8.50,4.06,27.87,282.0,7.3,8.93
37897,5.750,-1.390,0.370,5.62,1.50,7.06,27.87,282.0,13.6,5.93
37937,8.470,-0.460,0.780,8.00,2.62,1.50,27.23,272.5,3.1,8.52
37977,6.850,-2.040,1.420,4.94,5.44,2.12,27.23,272.5,16.6,7.29
38017,6.780,-1.090,1.640,6.00,1.81,1.31,27.23,272.5,9.1,7.06
38057,10.200,-0.040,0.540,4.88,-0.06,-2.50,27.23,272.5,0.2,10.21
38097,16.120,2.510,-4.100,8.81,-3.19,-5.88,27.23,272.5,-8.9,16.82
38137,19.210,2.420,-5.930,12.81,-1.19,-7.12,27.23,272.5,-7.2,20.25
38177,8.170,-1.950,-8.200,15.62,-7.81,3.38,27.23,272.5,13.4,11.74
38217,12.620,-1.460,-6.000,14.19,-6.06,0.81,27.23,272.5,6.6,14.05
38257,-0.020,-0.050,-1.430,9.38,6.25,-2.31,27.23,272.5,111.8,1.43
38297,9.360,-1.080,2.640,-0.06,8.19,-1.38,27.23,272.5,6.6,9.78
38337,7.580,0.610,3.120,5.12,3.06,-5.81,27.23,272.5,-4.6,8.22
38377,10.890,1.100,-1.720,8.38,-3.38,-4.19,27.23,272.5,-5.8,11.08
38417,16.170,4.170,0.170,11.94,-1.25,-7.38,27.23,272.5,-14.5,16.70
38457,0.780,1.310,-3.120,17.00,-6.06,-12.19,27.23,272.5,-59.2,3.47
38497,15.910,1.210,5.730,1.88,9.31,-1.31,27.23,272.5,-4.3,16.95
38537,4.860,0.640,3.360,3.56,7.50,4.88,27.23,272.5,-7.5,5.94
38577,9.620,0.900,3.880,3.88,6.25,4.88,27.23,272.5,-5.3,10.41
38617,8.230,-0.700,3.100,4.44,3.06,1.81,27.23,272.5,4.9,8.82
38657,13.740,0.460,-0.590,8.31,-0.94,0.00,27.23,272.5,-1.9,13.76
38697,15.130,-1.300,2.340,8.31,1.31,0.75,27.23,272.5,4.9,15.36
38737,12.890,0.520,2.720,11.81,-0.50,-0.88,27.23,272.5,-2.3,13.18
38777,9.970,0.110,1.340,11.56,2.00,-1.50,27.23,272.5,-0.6,10.06
38817,9.120,1.220,2.060,7.69,2.00,-1.94,27.23,272.5,-7.6,9.43
38857,8.150,0.430,-0.190,7.31,2.56,0.06,27.23,272.5,-3.0,8.16
38897,8.240,-1.240,2.790,1.38,0.19,2.69,27.23,272.5,8.6,8.79
38937,11.100,-0.800,0.710,13.31,-2.19,0.25,26.78,264.6,4.1,11.15
38977,14.630,-2.420,-2.050,10.88,-1.12,3.44,26.78,264.6,9.4,14.97
39017,8.320,-1.500,0.250,9.25,1.50,4.00,26.78,264.6,10.2,8.46
39057,7.530,-1.780,3.140,8.44,3.81,3.88,26.78,264.6,13.3,8.35
39097,9.270,-3.420,-0.010,11.44,-0.56,6.44,26.78,264.6,20.3,9.88
39137,10.120,-2.240,2.540,9.25,1.62,3.56,26.78,264.6,12.5,10.67
39177,12.100,-0.690,1.810,8.56,0.50,0.75,26.78,264.6,3.3,12.25
39217,13.540,0.710,-4.570,8.00,2.81,1.31,26.78,264.6,-3.0,14.31
39257,20.190,-2.750,0.630,10.31,3.94,3.00,26.78,264.6,7.8,20.39
39297,9.810,-0.480,-0.720,7.38,2.88,3.31,26.78,264.6,2.8,9.85
39337,5.400,-1.660,4.100,11.69,5.06,2.81,26.78,264.6,17.1,6.98
39377,7.990,-3.360,0.090,8.19,5.00,8.69,26.78,264.6,22.8,8.67
39417,4.590,-0.380,2.140,7.69,4.19,1.12,26.78,264.6,4.7,5.08
39457,10.950,-0.820,1.570,7.25,-1.56,0.19,26.78,264.6,4.3,11.09
39497,15.400,-0.910,3.240,8.69,-2.25,-4.62,26.78,264.6,3.4,15.76
39537,10.880,1.380,-4.790,9.88,-1.69,-3.31,26.78,264.6,-7.2,11.97
39577,6.350,-1.450,2.240,12.00,2.44,3.38,26.78,264.6,12.9,6.89
39617,13.260,-0.070,4.210,4.88,4.31,-1.88,26.78,264.6,0.3,13.91
39657,7.930,-0.060,0.000,10.06,2.25,-4.06,26.78,264.6,0.4,7.93
39697,7.580,-0.230,1.320,6.00,3.75,-1.94,26.78,264.6,1.7,7.70
39737,10.830,1.420,0.010,9.50,-0.81,-0.44,26.78,264.6,-7.5,10.92
39777,7.610,0.720,-1.540,6.12,5.44,0.06,26.78,264.6,-5.4,7.80
39817,10.140,0.810,1.420,7.94,2.06,1.19,26.78,264.6,-4.6,10.27
39857,9.180,-0.380,2.480,5.69,4.38,1.50,26.78,264.6,2.4,9.52
39897,6.520,-1.280,0.110,10.38,-1.62,0.94,26.78,264.6,11.1,6.65
39937,1.860,1.090,-2.860,10.69,0.69,2.12,26.46,257.1,-30.4,3.58
39977,6.510,0.520,0.420,3.94,5.88,4.50,26.46,257.1,-4.6,6.54
40017,4.760,0.240,2.380,5.56,8.38,6.06,26.46,257.1,-2.9,5.33
40057,10.390,-1.740,2.880,5.25,6.06,7.94,26.46,257.1,9.5,10.92
40097,6.090,-2.910,-0.160,12.94,-3.31,6.12,26.46,257.1,25.5,6.75
40137,10.280,-2.200,0.390,11.69,-0.75,3.25,26.46,257.1,12.1,10.52
40177,8.550,-2.140,0.280,8.62,2.31,4.81,26.46,257.1,14.1,8.82
40217,13.280,-1.300,-0.090,7.75,2.00,0.81,26.46,257.1,5.6,13.34
40257,12.900,2.950,-2.640,8.31,2.12,-0.62,26.46,257.1,-12.9,13.49
40297,9.160,2.450,-3.650,10.19,1.31,-4.62,26.46,257.1,-15.0,10.16
40337,14.500,0.660,3.730,6.31,1.50,-4.25,26.46,257.1,-2.6,14.99
40377,8.060,-3.360,-0.570,13.31,-1.25,0.50,26.46,257.1,22.6,8.75
40417,7.600,-0.320,-0.610,9.38,0.94,-2.44,26.46,257.1,2.4,7.63
40457,7.360,-0.300,2.520,5.81,1.00,-0.12,26.46,257.1,2.3,7.79
40497,1.450,-0.140,-1.520,8.06,0.50,-4.69,26.46,257.1,5.5,2.11
40537,6.730,-0.340,-2.120,0.38,6.62,1.00,26.46,257.1,2.9,7.06
40577,9.920,0.500,-0.550,6.56,4.81,3.38,26.46,257.1,-2.9,9.95
40617,9.310,1.310,1.630,6.62,4.56,-2.38,26.46,257.1,-8.0,9.54
40657,12.720,-0.610,-0.400,8.94,-0.50,-1.50,26.46,257.1,2.7,12.74
40697,7.750,-0.080,-2.160,7.19,3.94,-0.44,26.46,257.1,0.6,8.05
40737,8.110,-0.420,1.420,7.62,1.00,-2.31,26.46,257.1,3.0,8.24
40777,5.940,-0.910,1.060,10.12,-0.88,0.31,26.46,257.1,8.7,6.10
40817,10.260,-0.760,1.580,6.44,-0.62,-0.19,26.46,257.1,4.2,10.41
40857,12.030,0.110,0.500,11.12,-2.06,-2.25,26.46,257.1,-0.5,12.04
40897,0.410,2.140,-3.660,8.69,4.00,-0.69,26.46,257.1,-79.2,4.26
40937,15.740,1.490,0.550,2.19,5.38,1.19,26.95,247.6,-5.4,15.82
40977,4.800,2.320,-6.440,15.94,4.44,-3.19,26.95,247.6,-25.8,8.36
41017,13.210,2.030,5.660,0.31,7.69,-2.81,26.95,247.6,-8.7,14.51
41057,10.960,0.100,-0.440,9.00,-1.62,-1.56,26.95,247.6,-0.5,10.97
41097,10.930,1.670,0.050,8.44,-1.19,-5.44,26.95,247.6,-8.7,11.06
41137,9.140,0.800,3.550,5.06,1.69,0.62,26.95,247.6,-5.0,9.84
41177,9.910,-0.280,0.500,6.81,0.38,2.44,26.95,247.6,1.6,9.93
41217,11.120,-0.830,1.350,7.12,1.19,4.44,26.95,247.6,4.3,11.23
41257,8.590,-0.390,2.430,6.69,1.75,5.44,26.95,247.6,2.6,8.94
41297,8.860,-0.220,-2.870,8.06,-1.75,4.31,26.95,247.6,1.4,9.32
41337,9.410,0.250,-1.930,8.12,1.00,2.88,26.95,247.6,-1.5,9.61
41377,3.580,-0.130,-0.550,9.81,-5.19,-0.69,26.95,247.6,2.1,3.62
41417,18.820,-0.210,-1.350,7.31,-1.06,1.62,26.95,247.6,0.6,18.87
41457,8.910,-0.750,1.020,9.62,0.81,4.00,26.95,247.6,4.8,9.00
41497,10.380,0.750,-1.370,9.50,-1.25,2.44,26.95,247.6,-4.1,10.50
41537,8.570,0.290,2.960,3.44,6.38,1.69,26.95,247.6,-1.9,9.07
41577,10.760,0.720,-2.460,8.88,-3.62,0.88,26.95,247.6,-3.8,11.06
41617,8.100,0.250,-4.580,5.06,9.06,1.94,26.95,247.6,-1.8,9.31
41657,14.650,0.940,5.670,2.69,9.19,3.56,26.95,247.6,-3.7,15.74
41697,6.470,-1.860,3.580,3.94,10.12,4.00,26.95,247.6,16.0,7.62
41737,6.870,-1.640,0.030,2.88,4.19,2.06,26.95,247.6,13.4,7.06
41777,7.510,-0.610,-0.610,3.62,0.88,-1.81,26.95,247.6,4.6,7.56
41817,8.760,-0.660,2.440,4.56,0.94,-0.69,26.95,247.6,4.3,9.12
41857,9.540,0.090,-0.790,6.31,-2.62,-0.38,26.95,247.6,-0.5,9.57
41897,11.680,0.440,-1.430,5.31,-0.38,-2.25,26.95,247.6,-2.2,11.78
41937,10.500,-0.800,-0.500,4.75,0.19,1.38,27.13,240.3,4.4,10.54
41977,9.350,-0.340,-0.930,5.56,0.62,-0.88,27.13,240.3,2.1,9.40
42017,6.830,-0.790,-2.090,3.25,1.75,-0.31,27.13,240.3,6.6,7.19
42057,8.740,0.310,-0.580,4.50,0.56,-2.62,27.13,240.3,-2.0,8.76
42097,8.120,0.110,2.070,4.88,-1.19,-1.50,27.13,240.3,-0.8,8.38
42137,7.480,0.140,-0.340,3.62,3.00,0.56,27.13,240.3,-1.1,7.49
42177,8.330,1.660,-2.930,6.00,-0.88,-2.19,27.13,240.3,-11.3,8.98
42217,10.100,0.800,3.490,0.50,2.31,-1.88,27.13,240.3,-4.5,10.72
42257,9.090,1.740,-3.870,9.19,-2.25,-0.19,27.13,240.3,-10.8,10.03
42297,7.380,0.490,0.960,2.12,2.56,1.44,27.13,240.3,-3.8,7.46
42337,12.800,-0.150,3.900,4.62,1.56,2.19,27.13,240.3,0.7,13.38
42377,6.440,-3.230,0.760,4.44,8.44,7.94,27.13,240.3,26.6,7.24
42417,14.650,-1.070,1.230,0.00,3.56,7.25,27.13,240.3,4.2,14.74
42457,5.800,0.520,-2.710,6.56,2.31,0.88,27.13,240.3,-5.1,6.42
42497,9.380,0.620,1.070,1.25,3.12,-0.12,27.13,240.3,-3.8,9.46
42537,10.990,0.380,0.410,4.25,0.81,0.12,27.13,240.3,-2.0,11.00
42577,9.530,-0.140,2.040,3.56,1.50,-1.44,27.13,240.3,0.8,9.75
42617,11.130,1.840,-1.020,6.75,-3.69,-1.56,27.13,240.3,-9.4,11.33
42657,10.190,0.280,0.810,3.88,2.12,-0.94,27.13,240.3,-1.6,10.23
42697,8.530,-0.520,-1.450,1.81,3.88,2.31,27.13,240.3,3.5,8.67
42737,6.950,-0.490,-0.260,4.69,2.06,1.94,27.13,240.3,4.0,6.97
42777,9.550,-1.500,0.110,3.12,1.75,2.56,27.13,240.3,8.9,9.67
42817,6.620,0.820,0.410,6.00,1.44,-2.62,27.13,240.3,-7.1,6.68
42857,5.160,0.760,-1.250,4.06,-0.88,-2.69,27.13,240.3,-8.4,5.36
42897,10.260,1.590,-1.690,5.81,-4.31,-3.56,27.13,240.3,-8.8,10.52
42937,3.740,0.570,-0.910,2.56,-2.12,-0.44,27.06,234.3,-8.7,3.89
42977,5.930,0.310,1.590,4.75,-2.50,-0.38,27.06,234.3,-3.0,6.15
43017,9.950,-0.090,-0.540,4.19,1.00,3.38,27.06,234.3,0.5,9.97
43057,9.160,-1.340,1.900,8.69,-1.69,4.88,27.06,234.3,8.3,9.45
43097,9.780,0.160,0.560,4.06,2.75,3.25,27.06,234.3,-0.9,9.80
43137,11.990,-0.850,0.080,4.44,0.19,-0.25,27.06,234.3,4.1,12.02
43177,11.840,-1.130,-0.090,6.38,-1.69,0.19,27.06,234.3,5.5,11.89
43217,12.170,0.610,0.450,6.44,-2.31,-0.50,27.06,234.3,-2.9,12.19
43257,13.140,0.460,0.100,3.62,-0.50,-0.06,27.06,234.3,-2.0,13.15
43297,13.960,-1.040,2.410,7.06,0.62,0.50,27.06,234.3,4.3,14.20
43337,14.610,-3.040,4.850,3.38,5.12,4.06,27.06,234.3,11.8,15.69
43377,10.720,0.210,-0.670,5.06,-0.62,-0.75,27.06,234.3,-1.1,10.74
43417,10.880,-1.170,1.360,2.19,3.88,0.81,27.06,234.3,6.1,11.03
43457,6.540,-1.140,2.590,7.00,4.44,2.00,27.06,234.3,9.9,7.13
43497,9.110,-2.160,-0.160,3.06,3.62,2.62,27.06,234.3,13.3,9.36
43537,12.420,-1.670,1.590,6.38,1.88,0.56,27.06,234.3,7.7,12.63
43577,8.190,-0.730,2.190,4.81,4.88,-1.81,27.06,234.3,5.1,8.51
43617,6.040,-0.250,1.500,5.12,0.88,-0.62,27.06,234.3,2.4,6.23
43657,9.940,-1.070,2.700,5.38,2.25,-1.25,27.06,234.3,6.1,10.36
43697,9.900,-0.680,0.890,4.38,0.19,0.44,27.06,234.3,3.9,9.96
43737,4.630,-0.080,2.150,6.88,-1.12,2.62,27.06,234.3,1.0,5.11
43777,10.970,1.000,3.290,5.88,2.25,2.25,27.06,234.3,-5.2,11.50
43817,16.330,0.070,-2.770,5.19,7.00,3.69,27.06,234.3,-0.2,16.56
43857,17.130,-0.610,2.330,8.06,2.69,4.81,27.06,234.3,2.0,17.30
43897,9.770,-0.950,-0.680,5.81,2.75,3.94,27.06,234.3,5.6,9.84
43937,8.280,-1.760,2.520,4.38,1.44,3.25,27.35,228.9,12.0,8.83
43977,10.600,-0.960,0.700,4.81,-0.25,-0.44,27.35,228.9,5.2,10.67
44017,7.960,0.760,-1.480,3.38,2.56,1.19,27.35,228.9,-5.5,8.13
44057,6.890,-1.530,2.760,4.88,-2.12,2.69,27.35,228.9,12.5,7.58
44097,11.310,-0.250,-0.920,5.44,0.56,2.94,27.35,228.9,1.3,11.35
44137,11.800,0.830,0.660,1.56,2.81,4.00,27.35,228.9,-4.0,11.85
44177,8.270,0.340,0.360,4.50,2.12,1.25,27.35,228.9,-2.4,8.28
44217,8.990,-1.020,0.840,3.44,3.56,2.75,27.35,228.9,6.5,9.09
44257,10.590,-1.320,0.300,2.50,2.00,3.69,27.35,228.9,7.1,10.68
44297,5.070,0.180,1.750,2.31,1.38,1.94,27.35,228.9,-2.0,5.37
44337,5.710,-0.800,2.030,-0.06,2.31,3.94,27.35,228.9,8.0,6.11
44377,8.690,-1.060,0.190,4.56,-1.38,2.69,27.35,228.9,7.0,8.76
44417,10.160,-0.970,1.750,-0.62,1.06,4.94,27.35,228.9,5.5,10.36
44457,11.730,1.540,-4.300,4.88,-6.31,2.75,27.35,228.9,-7.5,12.59
44497,12.540,0.610,4.830,6.44,-5.19,-0.56,27.35,228.9,-2.8,13.45
44537,5.520,0.260,-2.810,-0.88,-0.62,5.88,27.35,228.9,-2.7,6.20
44577,9.890,0.350,-0.150,6.62,-1.88,4.25,27.35,228.9,-2.0,9.90
44617,10.640,0.280,1.390,0.44,2.12,1.25,27.35,228.9,-1.5,10.73
44657,11.560,0.260,0.700,2.19,0.06,4.06,27.35,228.9,-1.3,11.58
44697,13.520,-0.430,0.830,1.69,0.38,6.25,27.35,228.9,1.8,13.55
44737,12.540,-0.060,-0.590,-0.12,4.88,3.19,27.35,228.9,0.3,12.55
44777,11.520,-0.040,0.200,-1.56,3.81,4.50,27.35,228.9,0.2,11.52
44817,7.920,-0.030,-1.990,2.62,1.50,3.38,27.35,228.9,0.2,8.17
44857,7.300,1.590,1.530,-2.38,4.56,3.25,27.35,228.9,-12.3,7.63
44897,6.500,-0.780,0.090,0.75,0.25,5.69,27.35,228.9,6.8,6.55
44937,8.660,0.330,0.190,0.69,1.06,6.19,26.17,224.2,-2.2,8.67
44977,10.160,-0.760,1.480,-0.12,-4.19,3.06,26.17,224.2,4.3,10.30
45017,12.910,-1.090,1.420,-0.12,-0.12,2.88,26.17,224.2,4.8,13.03
45057,11.090,-1.390,1.620,-0.69,-1.12,4.06,26.17,224.2,7.1,11.29
45097,8.860,-0.480,-0.220,0.75,-1.75,3.88,26.17,224.2,3.1,8.88
45137,0.190,-0.090,0.720,-1.19,1.44,7.56,26.17,224.2,25.3,0.75
45177,7.990,0.030,-1.160,0.50,0.81,3.62,26.17,224.2,-0.2,8.07
45217,13.380,-3.320,2.370,1.88,0.62,8.44,26.17,224.2,13.9,13.99
45257,7.970,-2.550,-1.390,-4.19,5.50,6.44,26.17,224.2,17.7,8.48
45297,9.100,0.340,-0.950,-0.06,-0.06,6.88,26.17,224.2,-2.1,9.16
45337,10.530,-1.950,-0.540,1.00,-2.38,6.38,26.17,224.2,10.5,10.72
45377,9.980,1.130,-0.870,-0.12,-3.94,2.50,26.17,224.2,-6.5,10.08
45417,8.780,-0.450,2.100,0.06,0.88,6.81,26.17,224.2,2.9,9.04
45457,9.450,-1.980,0.630,-2.38,1.50,9.19,26.17,224.2,11.8,9.68
45497,7.370,0.160,-1.650,2.12,-3.38,7.69,26.17,224.2,-1.2,7.55
45537,9.170,0.030,3.830,0.62,1.62,6.94,26.17,224.2,-0.2,9.94
45577,8.300,-0.530,-0.780,0.31,-1.94,6.19,26.17,224.2,3.7,8.35
45617,9.650,0.740,1.080,-1.19,-1.81,8.31,26.17,224.2,-4.4,9.74
45657,11.870,0.050,-2.220,0.69,-1.06,7.25,26.17,224.2,-0.2,12.08
45697,6.580,0.860,-0.570,-1.19,0.06,6.50,26.17,224.2,-7.4,6.66
45737,11.380,1.090,-2.950,1.69,-2.50,3.81,26.17,224.2,-5.5,11.81
45777,12.790,-0.250,0.990,-2.00,4.94,5.06,26.17,224.2,1.1,12.83
45817,10.360,-0.380,2.550,-3.00,3.69,6.00,26.17,224.2,2.1,10.68
45857,12.410,-1.020,1.340,-1.81,2.06,6.56,26.17,224.2,4.7,12.52
45897,10.000,-1.060,0.420,-1.56,0.31,6.75,26.17,224.2,6.1,10.06
45937,7.070,0.040,-1.680,0.31,1.00,6.25,27.23,222.6,-0.3,7.27
45977,11.050,0.220,-0.390,-2.56,2.75,7.00,27.23,222.6,-1.1,11.06
46017,8.300,-0.040,1.870,-3.06,-0.88,6.19,27.23,222.6,0.3,8.51
46057,8.150,0.290,1.710,-0.44,0.75,7.31,27.23,222.6,-2.0,8.33
46097,7.340,-0.560,-0.240,-5.44,-0.31,8.38,27.23,222.6,4.4,7.37
46137,8.230,-0.130,0.540,-0.69,-3.19,7.06,27.23,222.6,0.9,8.25
46177,7.330,-0.680,3.280,-3.00,1.62,9.44,27.23,222.6,5.3,8.06
46217,15.170,-2.400,-0.690,-5.62,-2.06,10.12,27.23,222.6,9.0,15.37
46257,8.240,-0.790,-1.730,1.38,-5.19,5.94,27.23,222.6,5.5,8.46
46297,14.500,-0.200,2.590,-4.69,1.56,4.31,27.23,222.6,0.8,14.73
46337,8.480,-0.120,-1.880,-5.19,-0.50,5.25,27.23,222.6,0.8,8.69
46377,7.910,-1.780,3.740,-1.44,0.56,3.12,27.23,222.6,12.7,8.93
46417,5.750,-1.180,-4.790,-9.06,1.25,4.62,27.23,222.6,11.6,7.58
46457,6.760,0.200,1.480,-6.12,5.44,7.56,27.23,222.6,-1.7,6.92
46497,10.080,-2.420,-1.840,-3.56,0.12,8.56,27.23,222.6,13.5,10.53
46537,8.750,0.580,1.180,-7.19,6.94,5.44,27.23,222.6,-3.8,8.85
46577,9.190,-0.130,1.840,-4.31,0.81,6.44,27.23,222.6,0.8,9.37
46617,14.270,-0.910,-0.500,-4.75,-0.62,6.75,27.23,222.6,3.6,14.31
46657,11.390,-1.420,0.920,-6.44,6.50,6.12,27.23,222.6,7.1,11.51
46697,9.640,-3.130,-0.710,-3.12,2.81,8.56,27.23,222.6,18.0,10.16
46737,8.330,0.140,1.410,-4.94,6.56,5.12,27.23,222.6,-1.0,8.45
46777,12.140,-1.140,1.950,-7.69,3.56,4.69,27.23,222.6,5.4,12.35
46817,10.990,-0.850,0.190,-4.94,3.19,5.38,27.23,222.6,4.4,11.02
46857,9.390,-0.900,2.080,-6.50,4.12,3.50,27.23,222.6,5.5,9.66
46897,7.960,-1.040,1.330,-5.31,3.31,3.88,27.23,222.6,7.4,8.14
46937,9.420,0.080,2.510,-5.50,1.38,4.69,26.97,223.6,-0.5,9.75
46977,8.980,-0.630,0.840,-6.12,-0.81,5.25,26.97,223.6,4.0,9.04
47017,8.620,-0.100,0.110,-5.25,1.25,5.94,26.97,223.6,0.7,8.62
47057,5.820,-0.440,2.290,-7.50,-1.88,6.81,26.97,223.6,4.3,6.27
47097,13.530,-0.830,0.780,-4.12,-3.75,3.88,26.97,223.6,3.5,13.58
47137,5.540,-2.050,-0.770,-3.56,-1.69,6.38,26.97,223.6,20.3,5.96
47177,4.640,0.710,0.820,-11.44,8.00,-3.38,26.97,223.6,-8.7,4.77
47217,9.780,1.490,-1.210,-7.12,-0.50,-1.56,26.97,223.6,-8.7,9.97
47257,10.860,-1.260,0.380,-7.38,6.06,1.94,26.97,223.6,6.6,10.94
47297,10.910,-2.260,-2.210,-6.75,0.00,4.31,26.97,223.6,11.7,11.36
47337,11.220,-0.630,5.110,-8.00,4.00,-0.50,26.97,223.6,3.2,12.34
47377,8.160,-1.430,-3.350,-3.62,-2.50,2.00,26.97,223.6,9.9,8.94
47417,12.240,-2.810,0.830,-8.06,1.69,3.25,26.97,223.6,12.9,12.59
47457,18.600,-0.910,-2.760,-5.06,-1.50,-0.88,26.97,223.6,2.8,18.83
47497,6.180,0.000,-0.310,-5.69,3.88,1.62,26.97,223.6,-0.0,6.19
47537,8.050,-0.030,2.070,-7.12,-0.38,2.19,26.97,223.6,0.2,8.31
47577,6.750,0.110,-1.500,-6.31,-1.44,1.12,26.97,223.6,-0.9,6.92
47617,12.750,0.090,0.170,-5.31,-1.75,2.44,26.97,223.6,-0.4,12.75
47657,10.680,-0.150,-0.410,-4.88,-0.69,0.94,26.97,223.6,0.8,10.69
47697,9.500,-1.920,1.220,-8.94,3.69,1.62,26.97,223.6,11.4,9.77
47737,8.810,-0.860,-0.770,-5.00,-0.56,1.19,26.97,223.6,5.6,8.89
47777,13.010,-0.820,0.200,-9.12,5.06,1.06,26.97,223.6,3.6,13.04
47817,10.890,-0.670,0.430,-7.50,0.12,0.00,26.97,223.6,3.5,10.92
47857,10.950,-0.290,-0.070,-7.19,1.88,-2.00,26.97,223.6,1.5,10.95
47897,5.810,0.340,-0.590,-7.38,2.06,-2.75,26.97,223.6,-3.3,5.85
47937,9.170,-0.320,0.910,-8.12,1.31,-1.12,26.87,227.4,2.0,9.22
47977,9.920,-1.150,-1.350,-8.38,0.38,0.00,26.87,227.4,6.6,10.08
48017,5.810,-0.070,-0.760,-7.25,0.88,-0.69,26.87,227.4,0.7,5.86
48057,9.540,0.320,2.360,-9.62,3.25,-3.12,26.87,227.4,-1.9,9.83
48097,7.220,-0.490,-2.180,-6.44,-0.25,-0.38,26.87,227.4,3.9,7.56
48137,5.220,0.520,-0.720,-8.88,3.12,-0.50,26.87,227.4,-5.7,5.30
48177,9.620,-1.100,-4.990,-13.06,5.69,-1.31,26.87,227.4,6.5,10.89
48217,9.500,0.520,2.900,-8.50,-0.25,-0.31,26.87,227.4,-3.1,9.95
48257,12.470,-0.570,0.010,-9.75,0.31,1.12,26.87,227.4,2.6,12.48
48297,4.790,-0.210,1.350,-4.56,4.12,0.50,26.87,227.4,2.5,4.98
48337,11.600,-1.590,2.330,-11.06,4.50,-0.50,26.87,227.4,7.8,11.94
48377,8.890,-0.350,1.390,-9.50,3.75,0.19,26.87,227.4,2.3,9.00
48417,8.760,-0.010,0.200,-10.12,0.44,-0.06,26.87,227.4,0.1,8.76
48457,8.550,0.340,2.800,-8.31,4.12,-0.31,26.87,227.4,-2.3,9.00
48497,5.600,-1.280,-1.630,-11.00,1.38,1.00,26.87,227.4,12.9,5.97
48537,8.810,-1.390,-2.440,-8.38,-1.62,2.06,26.87,227.4,9.0,9.25
48577,1.920,0.810,0.510,-9.69,2.94,-0.56,26.87,227.4,-22.9,2.15
48617,10.380,0.330,-0.410,-8.12,2.69,-1.56,26.87,227.4,-1.8,10.39
48657,6.890,-0.660,0.390,-9.25,4.25,2.75,26.87,227.4,5.5,6.93
48697,9.100,-0.570,-1.530,-4.88,-1.38,2.31,26.87,227.4,3.6,9.25
48737,10.100,-0.380,0.090,-8.31,3.56,3.25,26.87,227.4,2.2,10.11
48777,7.310,-0.600,-0.080,-8.50,3.75,3.19,26.87,227.4,4.7,7.34
48817,13.730,-0.150,1.520,-7.94,1.44,1.62,26.87,227.4,0.6,13.81
48857,13.790,-0.380,-1.580,-5.31,-0.81,0.06,26.87,227.4,1.6,13.89
48897,7.870,-0.120,-0.090,-6.12,0.62,-0.19,26.87,227.4,0.9,7.87
